gene_id,uniprot_id,concentration_uM,pKapp
PREP,Q8K411,0.126721220711938,#N/A
ICT1,Q8R035,0.1783157044073,#N/A
KPRB,Q8R574,0.1840758111589,#N/A
DYST,Q91ZU6,0.00439752051129718,#N/A
CGBP1,Q8BHG9,0.147748612772179,#N/A
NOSIP,Q9D6T0,0.13040404651378,#N/A
THIM,Q8BWT1,0.444964290766094,#N/A
TRA2A,Q6PFR5,0.0906254009370902,4.38596493475173
NPTN,P97300,0.6886357727828,#N/A
HEM2,P10518,0.490465516634168,#N/A
SODM,P09671,0.792011176271252,#N/A
TBPL1,P62340,0.171065533502963,#N/A
SF3B4,Q8QZY9,0.139465776407113,4.60240359564331
TYY1,Q00899,0.184883503234489,#N/A
F107B,Q3TGF2,#N/A,#N/A
TXNL1,Q8CDN6,2.0635149972198,#N/A
QOR,P47199,0.228603031885769,#N/A
#N/A,#N/A,#N/A,#N/A
PAIP1,Q8VE62,0.232505937888256,#N/A
SRRM2,Q8BTI8,0.21198387687895,4.17217068157307
AP2A2,P17427,0.200475336648305,#N/A
PDE12,Q3TIU4,0.0940853373849678,#N/A
GAMT,O35969,0.0146462346919125,#N/A
GSDME,Q9Z2D3,#N/A,#N/A
CASP7,P97864,0.191968663713564,#N/A
E2AK2,Q03963,0.0472199283208776,#N/A
CCD50,Q810U5,0.52383962273205,#N/A
SAC1,Q9EP69,0.788177069149349,#N/A
PRKRA,Q9WTX2,0.232286638652635,#N/A
P5CR1,Q922W5,#N/A,#N/A
TRA2B,P62996,0.156760352770487,4.17982157414833
STK24,Q99KH8,0.11973515763923,#N/A
HELLS,Q60848,0.0312867699516474,#N/A
LRC20,Q8CI70,#N/A,#N/A
GORS2,Q99JX3,0.0872724649560821,4.29611201841041
#N/A,#N/A,#N/A,#N/A
CCAR1,Q8CH18,0.133176237058846,#N/A
S38A2,Q8CFE6,0.520825960241709,#N/A
NUP85,Q8R480,0.128275903832027,#N/A
KHDR3,Q9R226,#N/A,#N/A
PP1R7,Q3UM45,1.29865137348893,#N/A
NDUS8,Q8K3J1,0.494813933559635,#N/A
PSIP1,Q99JF8,0.464996766206225,#N/A
GBRL2,P60521,0.576380299209793,#N/A
EMC2,Q9CRD2,0.271761484985947,#N/A
NDUB3,Q9CQZ6,0.462846882090665,#N/A
GNA1,Q9JK38,0.0833596858488024,#N/A
SAR1B,Q9CQC9,0.329483614814591,#N/A
MOT4,P57787,0.0955951563504152,#N/A
RMD1,Q9DCV4,#N/A,#N/A
DHPR,Q8BVI4,1.34844998039759,#N/A
MP2K4,P47809,0.0163706383210666,#N/A
CREG1,O88668,0.764326757744404,#N/A
#N/A,#N/A,#N/A,#N/A
KCD12,Q6WVG3,#N/A,#N/A
ANLN,Q8K298,0.109093754203446,#N/A
ZRAB2,Q9R020,1.35436558630935,#N/A
UBQL1,Q8R317,0.440361911680592,#N/A
#N/A,#N/A,#N/A,#N/A
COMD8,Q9CZG3,0.046825228909324,#N/A
TES,P47226,0.305496341544688,#N/A
KIF15,Q6P9L6,0.123994719466466,#N/A
IFIT3,Q64345,#N/A,#N/A
AP3D1,O54774,0.193996700058396,#N/A
CAZA2,P47754,0.936026738380656,#N/A
CLPT1,Q8VBZ3,0.678808128035192,#N/A
ARFG1,Q9EPJ9,0.0955620816637281,#N/A
SQSTM,Q64337,0.504350766570035,#N/A
DAD1,P61804,0.826414681302086,#N/A
LSM1,Q8VC85,0.15782949385212,#N/A
TX264,E9Q137,0.206466803607709,#N/A
QKI,Q9QYS9,0.437078920466136,#N/A
CDC5L,Q6A068,0.095060855465864,#N/A
RM13,Q9D1P0,0.13919994615243,#N/A
PP4C,P97470,0.462399537771955,#N/A
PSMG1,Q9JK23,0.314517321359171,#N/A
ZO2,Q9Z0U1,0.0958741490177626,#N/A
RTF2,Q99K95,0.0763831466523862,#N/A
MEMO1,Q91VH6,0.63842517187892,#N/A
PDXK,Q8K183,1.96781208291837,#N/A
AP4A,P56380,0.150357410816378,#N/A
CCD47,Q9D024,0.351528751948999,#N/A
FA50A,Q9WV03,0.21007561205268,#N/A
#N/A,#N/A,#N/A,#N/A
ESAM,Q925F2,#N/A,#N/A
CHP1,P61022,0.603145369923146,#N/A
PRP4K,Q61136,0.0105131103491995,#N/A
RPR1B,Q9CSU0,0.146777452873142,#N/A
GSTK1,Q9DCM2,#N/A,#N/A
DYN2,P39054,0.119667090943519,5.03565544823668
SPB1,Q9DBE9,0.187503042612609,#N/A
RM50,Q8VDT9,0.142826458835824,#N/A
UBP7,Q6A4J8,0.247065952816091,#N/A
MYH14,Q6URW6,0.0683190166184226,#N/A
RB3GP,Q80UJ7,0.0673235890934643,#N/A
PESC,Q9EQ61,0.247776199190373,#N/A
CD2AP,Q9JLQ0,0.113911547359385,4.41255266676091
RED,Q9Z1M8,0.11750017025243,4.34092148131592
CNOT1,Q6ZQ08,0.534898413865197,#N/A
EXOS9,Q9JHI7,0.0709630831223925,#N/A
PLAP,P27612,0.750897028280175,#N/A
NOLC1,E9Q5C9,0.524469304679373,#N/A
SCOC,Q78YZ6,0.125452208917167,#N/A
INF2,Q0GNC1,0.153262011657865,4.81639138310925
DDX27,Q921N6,0.0349815251135289,#N/A
GSLG1,Q61543,0.656948234706464,#N/A
DPOD2,O35654,0.0501708771696048,#N/A
ECH1,O35459,#N/A,#N/A
RM37,Q921S7,0.0741463289951857,#N/A
CBX1,P83917,0.129608634137556,#N/A
TIM16,Q9CQV1,0.108124172391274,#N/A
IST1,Q9CX00,0.102651758190023,4.34412275176471
TOM20,Q9DCC8,0.163454113669513,#N/A
NICA,P57716,0.464233862855436,#N/A
CD11B,P24788,0.123956822835293,4.18603506328815
FKBP5,Q64378,0.158620412753847,#N/A
RBBP5,Q8BX09,0.137301406382544,#N/A
GBF1,Q6DFZ1,0.107871828591456,#N/A
PRAF3,Q8R5J9,0.147236806735255,#N/A
CERS2,Q924Z4,0.600171473274204,#N/A
OGT1,Q8CGY8,0.323211586930824,#N/A
MYO1B,P46735,#N/A,#N/A
NFKB2,Q9WTK5,0.161700060486452,#N/A
NNRE,Q8K4Z3,0.192445349406531,#N/A
BCAT1,P24288,0.668017027152966,#N/A
PPIE,Q9QZH3,0.0681049045653344,#N/A
MVD1,Q99JF5,0.227269644637667,#N/A
SF01,Q64213,0.141093435717706,4.90253039010606
ANM3,Q922H1,0.127786514894482,#N/A
ACOT1,O55137,#N/A,#N/A
RRAS2,P62071,0.124869750943414,#N/A
NDUB4,Q9CQC7,0.409829765264734,#N/A
TCOF,O08784,0.275894634913208,#N/A
ECM29,Q6PDI5,0.187145479149582,#N/A
P20D2,A3KG59,#N/A,#N/A
RT34,Q9JIK9,0.423979978743766,#N/A
CTBP1,O88712,0.262810098288986,#N/A
PGAM5,Q8BX10,0.137050496190297,#N/A
DPM1,O70152,0.189239592581068,#N/A
EXOS8,Q9D753,0.137232409345874,#N/A
P5CR2,Q922Q4,0.417210487590448,#N/A
HMOX2,O70252,0.40752697860318,#N/A
GRAN,Q8VC88,#N/A,#N/A
LPP,Q8BFW7,#N/A,#N/A
THOC5,Q8BKT7,0.0117492251325331,#N/A
ECI2,Q9WUR2,0.0293716660331536,#N/A
TSR1,Q5SWD9,0.20542165033086,#N/A
NCBP2,Q9CQ49,0.196546851387792,#N/A
PCH2,Q3UA06,0.109782039719136,#N/A
NOG2,Q99LH1,0.204002047694516,#N/A
MTND,Q99JT9,0.250100446638324,#N/A
BLMH,Q8R016,0.402003577343344,#N/A
UB2D1,P61080,#N/A,#N/A
HUWE1,Q7TMY8,0.201474756792815,#N/A
PDS5A,Q6A026,0.247490355945666,#N/A
RM18,Q9CQL5,0.794555031242455,#N/A
PAPOA,Q61183,0.268894844944923,#N/A
MAP1S,Q8C052,0.08943452854745,4.59939308678384
RAB23,P35288,#N/A,#N/A
HCK,P08103,0.11302227560547,#N/A
GHC1,Q9D6M3,0.446134360385383,#N/A
KIF11,Q6P9P6,0.0558180683775486,#N/A
PURA,P42669,0.317624142820239,#N/A
RPB3,P97760,0.170063501491978,#N/A
ZN207,Q9JMD0,0.197219616595788,#N/A
ULA1,Q8VBW6,0.0315449125739236,#N/A
IRGQ,Q8VIM9,#N/A,#N/A
EI2BE,Q8CHW4,0.187025873038841,#N/A
PZP,Q61838,0.130503951288764,#N/A
FADD,Q61160,0.0142680017953603,#N/A
C2AIL,Q9D211,0.121033645335745,#N/A
RL22L,Q9D7S7,2.03725116545214,#N/A
RIR2,P11157,0.457110236989579,#N/A
RBGPR,Q8BMG7,0.128019145801768,#N/A
MP2K3,O09110,0.176419341994226,#N/A
ADRM1,Q9JKV1,0.217688703593492,#N/A
NCOA3,O09000,#N/A,#N/A
MAGT1,Q9CQY5,0.199714650379399,#N/A
MPRIP,P97434,0.00209013204649219,#N/A
PSMG2,Q9EST4,1.47552032673546,#N/A
FRIL1,P29391,4.93747014558141,#N/A
NUP43,P59235,0.0874087910551509,#N/A
TM14C,Q9CQN6,#N/A,#N/A
SAFB1,D3YXK2,0.0203045723763036,4.19774630457248
NIT1,Q8VDK1,0.00261921183487945,#N/A
HAT1,Q8BY71,0.362594403540184,#N/A
GSH0,O09172,0.29533019746011,#N/A
DUS12,Q9D0T2,0.0320072536385835,#N/A
NOMO1,Q6GQT9,0.267281779338136,#N/A
CFA20,Q8BTU1,#N/A,#N/A
GNL3,Q8CI11,0.407199527604838,#N/A
RL1D1,Q8BVY0,0.343951681443399,#N/A
STABP,Q9CQ26,0.0180574226032987,#N/A
NCOA5,Q91W39,0.00768141117661304,#N/A
PURB,O35295,0.190431364825153,#N/A
KC1A,Q8BK63,0.0645763451431478,#N/A
PP1G,P63087,0.092748930293644,#N/A
FLOT2,Q60634,#N/A,#N/A
GNA11,P21278,#N/A,#N/A
NDUS7,Q9DC70,0.249418855581701,#N/A
CSTOS,Q3UY34,#N/A,#N/A
HMGN1,P18608,0.329725906838483,#N/A
S43A3,A2AVZ9,#N/A,#N/A
GSK3B,Q9WV60,0.172230082848614,#N/A
SDA1,Q80UZ2,0.0923795437391175,#N/A
CLGN,P52194,#N/A,#N/A
NCPR,P37040,1.95260950500907,#N/A
#N/A,#N/A,#N/A,#N/A
FNTA,Q61239,0.145943113017768,#N/A
PQBP1,Q91VJ5,0.165541098473911,#N/A
RPB2,Q8CFI7,0.16740871166645,#N/A
BROX,Q8K2Q7,0.0792942972405197,#N/A
RALA,P63321,0.0505602674220897,#N/A
PRP31,Q8CCF0,0.296174104623097,#N/A
ERGI1,Q9DC16,0.880799319618222,#N/A
TACO1,Q8K0Z7,0.217313239346626,#N/A
PNPT1,Q8K1R3,0.0497797136288481,#N/A
CEP55,Q8BT07,0.23233529147566,#N/A
TGFI1,Q62219,#N/A,#N/A
OGFD1,Q3U0K8,0.0621206267914643,#N/A
RT27,Q8BK72,0.12287129317345,#N/A
P5CR3,Q9DCC4,0.362172399460249,#N/A
NDUS6,P52503,1.05212388163732,#N/A
NOP56,Q9D6Z1,0.295090930357314,#N/A
KAPCA,P05132,0.218971320518562,#N/A
S39AE,Q75N73,0.0617411529039197,#N/A
SCAM1,Q8K021,0.0877482010222399,#N/A
MCRI1,Q3UGS4,0.51231623374428,#N/A
WASF2,Q8BH43,0.775644113340283,4.42744901973993
RHG18,Q8K0Q5,0.0538660342352296,#N/A
AKAP2,O54931,#N/A,#N/A
FOSL1,P48755,#N/A,#N/A
GPX4,O70325,#N/A,#N/A
SMAP1,Q91VZ6,#N/A,#N/A
SC23A,Q01405,0.0505776037553895,#N/A
XPO5,Q924C1,0.22089857302431,#N/A
MD2L1,Q9Z1B5,0.130388057829347,#N/A
ZFR,O88532,0.0151583264623513,#N/A
CCN1,P18406,#N/A,#N/A
CTBL1,Q9CWL8,0.164859719610981,#N/A
STK38,Q91VJ4,0.125599609928663,#N/A
ELOF1,P60003,0.131395343244298,#N/A
#N/A,#N/A,#N/A,#N/A
ABCD3,P55096,0.0348823746678141,#N/A
RFC3,Q8R323,0.0377687675172105,#N/A
RNH2C,Q9CQ18,0.118143006968043,#N/A
ENAH,Q03173,#N/A,#N/A
IFIT2,Q64112,#N/A,#N/A
LTOR5,Q9D1L9,0.991521681175561,#N/A
H33,P84244,0.0598228120066198,#N/A
TMX2,Q9D710,0.114410810806393,#N/A
RM01,Q99N96,0.0822893172089579,#N/A
FXR2,Q9WVR4,0.0650963817333987,4.43173695143602
CANB1,Q63810,#N/A,#N/A
NUMA1,E9Q7G0,0.0620189722571487,#N/A
PAPS1,Q60967,0.106360060505316,#N/A
ZFAN1,Q8BFR6,#N/A,#N/A
SYJ2B,Q9D6K5,0.528241737989173,#N/A
IMA4,O35344,0.162602973213338,#N/A
IN35,Q9D8C4,0.102125052132554,#N/A
SNX12,O70493,0.276666552491438,#N/A
UHRF1,Q8VDF2,0.141367305173547,#N/A
NDUS2,Q91WD5,0.488061378723454,#N/A
PHOCN,Q6PEB6,0.14988963461708,#N/A
ADPPT,Q9CQF6,#N/A,#N/A
RN126,Q91YL2,0.212731560573524,#N/A
GNAI3,Q9DC51,0.171137070058914,#N/A
#N/A,#N/A,#N/A,#N/A
TSP1,P35441,#N/A,#N/A
YAP1,P46938,#N/A,#N/A
KYNU,Q9CXF0,#N/A,#N/A
NDUA3,Q9CQ91,0.267965398813357,#N/A
BRE1B,Q3U319,0.0400882086016926,#N/A
SCAM2,Q9ERN0,0.218274416026072,#N/A
NDK3,Q9WV85,#N/A,#N/A
DPP9,Q8BVG4,0.014678123749182,#N/A
SC23B,Q9D662,0.436175657537841,#N/A
WDR26,Q8C6G8,0.259433168739489,#N/A
SAP18,O55128,0.0767250278402769,#N/A
MPRD,P24668,1.49683510960939,#N/A
PGES2,Q8BWM0,0.0189012416493753,#N/A
CTR1,Q09143,0.214539282971384,#N/A
ESYT2,Q3TZZ7,0.0040177737773582,#N/A
CYFP1,Q7TMB8,0.323212255153084,4.09693049317786
SFXN3,Q91V61,0.0419080164203071,#N/A
LZIC,Q8K3C3,0.160864023042533,#N/A
COMD9,Q8K2Q0,0.221205306649416,#N/A
F136A,Q9CR98,0.262342565559511,#N/A
RAB31,Q921E2,0.707025639432055,#N/A
SCYL1,Q9EQC5,0.0573291572083233,4.34120391963839
SCAM3,O35609,0.216498226218458,#N/A
CDK2,P97377,0.181473424498685,#N/A
ADA10,O35598,0.016420541542462,#N/A
FKBP8,O35465,0.170708719686624,#N/A
A16A1,Q571I9,0.224235621112873,#N/A
RHG29,Q8CGF1,#N/A,#N/A
STX7,O70439,0.317517636753484,#N/A
GSHR,P47791,0.716532761683109,#N/A
RAE1,Q9QXG2,0.00308733156832824,#N/A
GBB4,P29387,#N/A,#N/A
UBP15,Q8R5H1,0.42313386849544,#N/A
RM38,Q8K2M0,0.0628655175260107,#N/A
ERAP1,Q9EQH2,0.728339115356661,#N/A
XRCC4,Q924T3,#N/A,#N/A
MRC2,Q64449,#N/A,#N/A
ATG3,Q9CPX6,0.109972250822379,#N/A
ZNRD2,P56873,0.318866451081566,#N/A
DUS3,Q9D7X3,1.07382769576926,#N/A
OSBP1,Q3B7Z2,0.105855303955095,#N/A
LEG8,Q9JL15,#N/A,#N/A
NU107,Q8BH74,0.0479250001927813,#N/A
RM54,Q9CPW3,#N/A,#N/A
PPM1B,P36993,0.104947522033081,#N/A
HNRLL,Q921F4,0.754278281797904,#N/A
COA6,Q8BGD8,#N/A,#N/A
EI2BD,Q61749,0.209148231169612,#N/A
ACTG,P63260,0.039779187993752,#N/A
SHC1,P98083,0.0718362063271592,4.26717932679897
PLSI,Q3V0K9,#N/A,#N/A
GNS,Q8BFR4,0.222541562930165,#N/A
ITB4,A2A863,#N/A,#N/A
PLRG1,Q922V4,0.214114940300158,#N/A
ASF1A,Q9CQE6,0.0430780115007227,#N/A
RRAS,P10833,#N/A,#N/A
NU133,Q8R0G9,0.0395445357999954,#N/A
SHLB2,Q8R3V5,0.0710991383491736,#N/A
#N/A,#N/A,#N/A,#N/A
HTAI2,Q9Z2G9,0.173601432610197,#N/A
PFKAM,P47857,0.0134965519977374,#N/A
ARGI2,O08691,#N/A,#N/A
SPAG7,Q7TNE3,0.2173296808838,#N/A
RPAB1,Q80UW8,0.13146389018893,#N/A
RIGI,Q6Q899,#N/A,#N/A
EP15R,Q60902,0.128255677742094,#N/A
PARP1,P11103,#N/A,#N/A
ASPH,Q8BSY0,1.57644080624606,#N/A
DYLT3,P56387,#N/A,#N/A
RM19,Q9D338,0.11575356740221,#N/A
NCLN,Q8VCM8,0.33850234886544,#N/A
PAIP2,Q9D6V8,#N/A,#N/A
TOLIP,Q9QZ06,0.134371634588884,#N/A
APC7,Q9WVM3,0.0373166775390544,#N/A
SCRIB,Q80U72,0.0509437046514682,#N/A
FHL2,O70433,#N/A,#N/A
CDK6,Q64261,0.430081276368194,#N/A
TENS3,Q5SSZ5,0.0488893008966268,4.30283707946812
RPE,Q8VEE0,0.24377008857581,#N/A
PGP,Q8CHP8,0.247294808529656,#N/A
RAB13,Q9DD03,#N/A,#N/A
RM09,Q99N94,0.0934927151876653,#N/A
#N/A,#N/A,#N/A,#N/A
PCBP3,P57722,#N/A,#N/A
CAVN2,Q63918,#N/A,#N/A
MTX2,O88441,2.26001293617702,#N/A
NC2B,Q91WV0,0.0667317521046171,#N/A
FBX22,Q78JE5,#N/A,#N/A
CUL4B,A2A432,0.109320065910678,#N/A
EF1A2,P62631,#N/A,#N/A
ZCCHV,Q3UPF5,0.166826043481872,#N/A
CSK,P41241,0.125669642812752,#N/A
DEOC,Q91YP3,0.123103293028752,#N/A
NDC80,Q9D0F1,#N/A,#N/A
OPA1,P58281,0.046492674377379,#N/A
#N/A,#N/A,#N/A,#N/A
THOC6,Q5U4D9,0.066173848697109,#N/A
AAAS,P58742,0.194346690486197,#N/A
UBR4,A2AN08,0.11306344989736,#N/A
PAI1,P22777,#N/A,#N/A
AP1B1,O35643,0.246954604477315,#N/A
COG7,Q3UM29,0.0123620991555782,#N/A
WBP2,P97765,0.0817851772074316,#N/A
GIT1,Q68FF6,0.0770829496013576,4.79957925497207
ZFPL1,Q9DB43,0.0190732920243686,#N/A
TM10C,Q3UFY8,0.0235481513418272,#N/A
NIF3L,Q9EQ80,0.274951755802823,#N/A
MYO6,Q64331,#N/A,#N/A
KDM1A,Q6ZQ88,0.0868371370971276,#N/A
AAPK1,Q5EG47,0.125533251327864,#N/A
DDA1,Q9D9Z5,#N/A,#N/A
NMI,O35309,0.058488876492882,#N/A
CCN2,P29268,#N/A,#N/A
ECI1,P42125,0.0789358249401598,#N/A
#N/A,#N/A,#N/A,#N/A
QCR8,Q9CQ69,0.916828344502875,#N/A
NOP2,Q922K7,0.315156132633957,#N/A
MXRA7,Q9CZH7,#N/A,#N/A
DNPEP,Q9Z2W0,0.32979652356456,#N/A
MTREX,Q9CZU3,0.120747457135909,#N/A
S23IP,Q6NZC7,0.21442020054787,4.42753358402583
ABCF3,Q8K268,0.0148218023534755,#N/A
EDC4,Q3UJB9,0.16039092877443,#N/A
PDCD4,Q61823,#N/A,#N/A
TPM1,P58771,2.37218932339526,#N/A
UPP1,P52624,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
PR38B,Q80SY5,0.0887576566880449,#N/A
CORO7,Q9D2V7,0.152748062031394,#N/A
PYC,Q05920,0.00361068305175661,#N/A
SPCS1,Q9D958,0.29900746139931,#N/A
SNAG,Q9CWZ7,0.545108225674298,#N/A
CD2B2,Q9CWK3,0.0494912480570758,#N/A
TMED1,Q3V009,0.0194953802655191,#N/A
IDHG1,P70404,0.694697446682017,#N/A
MPRI,Q07113,0.0320934595068189,#N/A
NHLC2,Q8BZW8,0.0404329733277127,#N/A
AGM1,Q9CYR6,0.0638555623774317,#N/A
RPB9,P60898,0.233601867875021,#N/A
NU155,Q99P88,0.155273064703048,#N/A
NUD19,P11930,0.0165148377412066,#N/A
TPPC3,O55013,#N/A,#N/A
SMYD5,Q3TYX3,0.179966355167382,#N/A
DKC1,Q9ESX5,0.241466000621837,3.98334122729614
CBR3,Q8K354,#N/A,#N/A
RM14,Q9D1I6,0.324946278417239,#N/A
HBS1L,Q69ZS7,0.040872531837311,#N/A
FA98A,Q3TJZ6,0.111158560392872,4.08479408624783
MSRA,Q9D6Y7,0.123545697724013,#N/A
DSG2,O55111,#N/A,#N/A
RRP44,Q9CSH3,0.306490803073011,#N/A
HIBCH,Q8QZS1,0.138372443204276,#N/A
TOM70,Q9CZW5,0.315105990763892,#N/A
PPIC,P30412,0.11875848628152,#N/A
RM21,Q9D1N9,0.285270985330748,#N/A
ALDOC,P05063,1.11405432730835,#N/A
ALDH2,P47738,4.1055687039276,#N/A
PNO1,Q9CPS7,0.429339385000069,#N/A
#N/A,#N/A,#N/A,#N/A
PALLD,Q9ET54,#N/A,#N/A
EDIL3,O35474,#N/A,#N/A
PCY2,Q922E4,0.225185703665758,#N/A
NUP88,Q8CEC0,0.0451682314092297,#N/A
NEK9,Q8K1R7,0.191226981057694,#N/A
IMA3,O35343,0.0967303381204235,#N/A
PICAL,Q7M6Y3,0.400166316601765,#N/A
ARF5,P84084,0.190996831282396,#N/A
NUD15,Q8BG93,#N/A,#N/A
PLSL,Q61233,18.6274247616394,#N/A
CHIP,Q9WUD1,0.621105334731725,#N/A
AIDA,Q8C4Q6,#N/A,#N/A
AL3A2,P47740,#N/A,#N/A
MFF,Q6PCP5,0.102950771945548,#N/A
UN13D,B2RUP2,#N/A,#N/A
RIDA,P52760,#N/A,#N/A
NEP1,O35130,0.0512689123084066,#N/A
AK1A1,Q9JII6,1.24276408871061,#N/A
AP3S1,Q9DCR2,#N/A,#N/A
OGA,Q9EQQ9,0.0527237660431623,#N/A
CWC27,Q3TKY6,0.035476698628051,#N/A
MAOX,P06801,0.198046416780453,#N/A
CHERP,Q8CGZ0,0.142697693674994,4.32584068809894
CBX5,Q61686,#N/A,#N/A
UBR7,Q8BU04,0.0737664961473995,#N/A
HERC4,Q6PAV2,0.0237804204448526,#N/A
WDR55,Q9CX97,0.0373163718501738,#N/A
DLGP5,Q8K4R9,0.0527157710712243,#N/A
NDUAD,Q9ERS2,0.336969025249425,#N/A
LS14A,Q8K2F8,0.144700352087238,4.52782587167299
ACADM,P45952,0.467006723116963,#N/A
INT3,Q7TPD0,0.280197101282125,#N/A
PUS7,Q91VU7,0.453792038164632,#N/A
LCAP,Q8C129,0.15059931270631,#N/A
BAG6,Q9Z1R2,0.215634430460274,#N/A
NEXN,Q7TPW1,#N/A,#N/A
NCKP1,P28660,#N/A,#N/A
NEDD4,P46935,#N/A,#N/A
DCPS,Q9DAR7,0.500909878149014,#N/A
BIN1,O08539,0.0299183702479505,#N/A
UROK,P06869,0.325196828819322,#N/A
SHLB1,Q9JK48,0.104985324409117,#N/A
ANTR2,Q6DFX2,#N/A,#N/A
GSDMD,Q9D8T2,0.369725948279484,#N/A
5NTC,Q3V1L4,1.11265564463296,4.50701021037145
TM165,P52875,0.138083824797224,#N/A
MRE11,Q61216,0.0861035562403694,#N/A
UBP2L,Q80X50,0.16997286716598,#N/A
PR38A,Q4FK66,0.0541384816762824,#N/A
RM39,Q9JKF7,0.132196252581821,#N/A
CHOLN,Q9CXL3,0.122672798527535,#N/A
RIPR1,Q68FE6,#N/A,#N/A
SEC63,Q8VHE0,0.348654815910761,#N/A
RABP2,P22935,#N/A,#N/A
CHMP3,Q9CQ10,0.0558457415263717,#N/A
PKN2,Q8BWW9,#N/A,#N/A
ITIH2,Q61703,0.204837759674055,#N/A
DAA10,Q8BGF3,0.0694151390003247,#N/A
DNPH1,Q80VJ3,0.943320830044931,#N/A
PITH1,Q8BWR2,#N/A,#N/A
FADS2,Q9Z0R9,0.364360416615456,#N/A
RAD21,Q61550,0.32870085888343,#N/A
DEGS1,O09005,0.285167959699584,#N/A
RPAP3,Q9D706,0.0664778134185822,#N/A
S61A2,Q9JLR1,0.109053889059507,#N/A
MPC2,Q9D023,0.136744152083968,#N/A
ECE1,Q4PZA2,#N/A,#N/A
PI42A,O70172,0.108101517388617,#N/A
#N/A,#N/A,#N/A,#N/A
DDX50,Q99MJ9,0.0160527943636588,#N/A
CLPX,Q9JHS4,0.10438834838736,#N/A
CRLF3,Q9Z2L7,0.268245711811875,#N/A
BCAR1,Q61140,#N/A,#N/A
NIT2,Q9JHW2,0.4141593739843,#N/A
THIKB,Q8VCH0,#N/A,#N/A
PEX19,Q8VCI5,0.0813694375470149,#N/A
AR6P4,Q9JM93,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
TSSC4,Q9JHE7,0.0275249528282879,#N/A
MMP14,P53690,#N/A,#N/A
NEUL,Q91YP2,0.0434746226420823,#N/A
THIOM,P97493,0.354626845624118,#N/A
LMA2L,P59481,#N/A,#N/A
CARM1,Q9WVG6,0.128592638666789,#N/A
NRBP,Q99J45,0.0648199286989324,#N/A
RM16,Q99N93,0.0442632120110391,#N/A
ARPIN,Q9D0A3,0.0903705390768467,#N/A
KIME,Q9R008,#N/A,#N/A
RM02,Q9D773,0.0169472393239977,#N/A
HACL2,Q8BU33,#N/A,#N/A
MACD1,Q922B1,#N/A,#N/A
LIN7C,O88952,0.272544706291451,#N/A
DYH8,Q91XQ0,#N/A,#N/A
GMDS,Q8K0C9,0.43600912442853,#N/A
RT26,Q80ZS3,0.20497105806455,#N/A
SNR27,Q8K194,0.0320282157324564,#N/A
TE2IP,Q91VL8,#N/A,#N/A
NXF1,Q99JX7,0.0635807622172214,#N/A
IMA7,O35345,0.051713075170241,#N/A
CD81,P35762,0.0751109722593458,#N/A
ARMT1,A6H630,#N/A,#N/A
WDR5,P61965,0.309126534470255,4.2222188006451
NTPCR,Q9CQA9,#N/A,#N/A
SDHF2,Q8C6I2,#N/A,#N/A
SYMPK,Q80X82,0.235319078163369,#N/A
ATIF1,O35143,0.937783808870392,#N/A
STK10,O55098,0.0505861803780142,#N/A
MIRO2,Q8JZN7,#N/A,#N/A
LIMS1,Q99JW4,0.198884383573188,#N/A
LIN7A,Q8JZS0,#N/A,#N/A
RPB4,Q9D7M8,0.0925468746587102,#N/A
RAI3,Q8BHL4,#N/A,#N/A
RM23,O35972,0.104983758280351,#N/A
NUP58,Q8R332,0.100587805709738,#N/A
BCAT2,O35855,0.745531905648362,#N/A
S30BP,Q02614,0.0874801045936385,#N/A
DIAP1,O08808,0.0798337411667664,5.1534021061465
ZMAT2,Q9CPW7,0.12222256887772,#N/A
RCOR1,Q8CFE3,#N/A,#N/A
DYL2,Q9D0M5,0.174536762173195,#N/A
CCD43,Q9CR29,0.0703494400909251,#N/A
SYDM,Q8BIP0,0.105947468786532,#N/A
LACTB,Q9EP89,0.0694384225633893,#N/A
SMCA5,Q91ZW3,0.299803892623894,#N/A
ASF1B,Q9DAP7,0.232505589750727,#N/A
NDUV2,Q9D6J6,0.254828817784579,#N/A
LANC2,Q9JJK2,0.0240398012619264,#N/A
DOHH,Q99LN9,0.0829192824398929,#N/A
SPTC1,O35704,0.0565813682318414,#N/A
MOGS,Q80UM7,1.02907334524522,#N/A
#N/A,#N/A,#N/A,#N/A
MYH10,Q61879,#N/A,#N/A
KIF2A,P28740,0.0851031726344572,#N/A
#N/A,#N/A,#N/A,#N/A
POPD1,Q9ES83,#N/A,#N/A
EDC3,Q8K2D3,0.113681695312449,#N/A
DIC,Q9QZD8,#N/A,#N/A
RTF1,A2AQ19,0.0555207050786043,#N/A
REEP4,Q8K072,0.0391190223714367,#N/A
TSNAX,Q9QZE7,#N/A,#N/A
KAD6,Q8VCP8,0.0286175824714596,#N/A
RM04,Q9DCU6,0.124194773962673,#N/A
XPOT,Q9CRT8,0.203251565670555,#N/A
ARMX3,Q8BHS6,#N/A,#N/A
RAD50,P70388,0.103532587651494,#N/A
PLOD1,Q9R0E2,0.325814434273012,#N/A
ACAD9,Q8JZN5,0.1263142807266,#N/A
