gene_id,uniprot_id,concentration_uM,pKapp,Kapp,complexome
PURB,O35295,0.190431364825153,,,
KC1A,Q8BK63,0.0645763451431478,,,
PP1G,P63087,0.092748930293644,,,
FLOT2,Q60634,,,,
GNA11,P21278,,,,
NDUS7,Q9DC70,0.249418855581701,,,
CSTOS,Q3UY34,,,,
HMGN1,P18608,0.329725906838483,,,
S43A3,A2AVZ9,,,,
GSK3B,Q9WV60,0.172230082848614,,,
SDA1,Q80UZ2,0.0923795437391175,,,
CLGN,P52194,,,,
NCPR,P37040,1.95260950500907,,,
,,,,,
FNTA,Q61239,0.145943113017768,,,
PQBP1,Q91VJ5,0.165541098473911,,,
RPB2,Q8CFI7,0.16740871166645,,,
BROX,Q8K2Q7,0.0792942972405197,,,
RALA,P63321,0.0505602674220897,,,
PRP31,Q8CCF0,0.296174104623097,,,
ERGI1,Q9DC16,0.880799319618222,,,
TACO1,Q8K0Z7,0.217313239346626,,,
PNPT1,Q8K1R3,0.0497797136288481,,,
CEP55,Q8BT07,0.23233529147566,,,
TGFI1,Q62219,,,,
OGFD1,Q3U0K8,0.0621206267914643,,,
RT27,Q8BK72,0.12287129317345,,,
P5CR3,Q9DCC4,0.362172399460249,,,
NDUS6,P52503,1.05212388163732,,,
NOP56,Q9D6Z1,0.295090930357314,,,
KAPCA,P05132,0.218971320518562,,,
S39AE,Q75N73,0.0617411529039197,,,
SCAM1,Q8K021,0.0877482010222399,,,
MCRI1,Q3UGS4,0.51231623374428,,,
WASF2,Q8BH43,0.775644113340283,4.61489371297253,24.27204043999171,0.0016464532094424555
RHG18,Q8K0Q5,0.0538660342352296,,,
AKAP2,O54931,,,,
FOSL1,P48755,,,,
GPX4,O70325,,,,
SMAP1,Q91VZ6,,,,
SC23A,Q01405,0.0505776037553895,,,
XPO5,Q924C1,0.22089857302431,,,
MD2L1,Q9Z1B5,0.130388057829347,,,
ZFR,O88532,0.0151583264623513,,,
CCN1,P18406,,,,
CTBL1,Q9CWL8,0.164859719610981,,,
STK38,Q91VJ4,0.125599609928663,,,
ELOF1,P60003,0.131395343244298,,,
,,,,,
ABCD3,P55096,0.0348823746678141,,,
RFC3,Q8R323,0.0377687675172105,,,
RNH2C,Q9CQ18,0.118143006968043,,,
ENAH,Q03173,,,,
IFIT2,Q64112,,,,
LTOR5,Q9D1L9,0.991521681175561,,,
H33,P84244,0.0598228120066198,,,
TMX2,Q9D710,0.114410810806393,,,
RM01,Q99N96,0.0822893172089579,,,
FXR2,Q9WVR4,0.0650963817333987,,,
CANB1,Q63810,,,,
NUMA1,E9Q7G0,0.0620189722571487,,,
PAPS1,Q60967,0.106360060505316,,,
ZFAN1,Q8BFR6,,,,
SYJ2B,Q9D6K5,0.528241737989173,,,
IMA4,O35344,0.162602973213338,,,
IN35,Q9D8C4,0.102125052132554,,,
SNX12,O70493,0.276666552491438,,,
UHRF1,Q8VDF2,0.141367305173547,,,
NDUS2,Q91WD5,0.488061378723454,,,
PHOCN,Q6PEB6,0.14988963461708,,,
ADPPT,Q9CQF6,,,,
RN126,Q91YL2,0.212731560573524,,,
GNAI3,Q9DC51,0.171137070058914,,,
,,,,,
TSP1,P35441,,,,
YAP1,P46938,,,,
KYNU,Q9CXF0,,,,
NDUA3,Q9CQ91,0.267965398813357,,,
BRE1B,Q3U319,0.0400882086016926,,,
SCAM2,Q9ERN0,0.218274416026072,,,
NDK3,Q9WV85,,,,
DPP9,Q8BVG4,0.014678123749182,,,
SC23B,Q9D662,0.436175657537841,,,
WDR26,Q8C6G8,0.259433168739489,,,
SAP18,O55128,0.0767250278402769,,,
MPRD,P24668,1.49683510960939,,,
PGES2,Q8BWM0,0.0189012416493753,,,
CTR1,Q09143,0.214539282971384,,,
ESYT2,Q3TZZ7,0.0040177737773582,,,
CYFP1,Q7TMB8,0.323212255153084,4.54604630751455,28.44157827283398,0.0005975589227240619
SFXN3,Q91V61,0.0419080164203071,,,
LZIC,Q8K3C3,0.160864023042533,,,
COMD9,Q8K2Q0,0.221205306649416,,,
F136A,Q9CR98,0.262342565559511,,,
RAB31,Q921E2,0.707025639432055,,,
SCYL1,Q9EQC5,0.0573291572083233,,,
SCAM3,O35609,0.216498226218458,,,
CDK2,P97377,0.181473424498685,,,
ADA10,O35598,0.016420541542462,,,
FKBP8,O35465,0.170708719686624,,,
A16A1,Q571I9,0.224235621112873,,,
RHG29,Q8CGF1,,,,
STX7,O70439,0.317517636753484,,,
GSHR,P47791,0.716532761683109,,,
RAE1,Q9QXG2,0.0030873315683282,,,
GBB4,P29387,,,,
UBP15,Q8R5H1,0.42313386849544,,,
RM38,Q8K2M0,0.0628655175260107,,,
ERAP1,Q9EQH2,0.728339115356661,,,
XRCC4,Q924T3,,,,
MRC2,Q64449,,,,
ATG3,Q9CPX6,0.109972250822379,,,
ZNRD2,P56873,0.318866451081566,,,
DUS3,Q9D7X3,1.07382769576926,,,
OSBP1,Q3B7Z2,0.105855303955095,,,
LEG8,Q9JL15,,,,
NU107,Q8BH74,0.0479250001927813,,,
RM54,Q9CPW3,,,,
PPM1B,P36993,0.104947522033081,,,
HNRLL,Q921F4,0.754278281797904,,,
COA6,Q8BGD8,,,,
EI2BD,Q61749,0.209148231169612,,,
ACTG,P63260,0.039779187993752,,,
SHC1,P98083,0.0718362063271592,,,
PLSI,Q3V0K9,,,,
GNS,Q8BFR4,0.222541562930165,,,
ITB4,A2A863,,,,
PLRG1,Q922V4,0.214114940300158,,,
ASF1A,Q9CQE6,0.0430780115007227,,,
RRAS,P10833,,,,
NU133,Q8R0G9,0.0395445357999954,,,
SHLB2,Q8R3V5,0.0710991383491736,,,
,,,,,
HTAI2,Q9Z2G9,0.173601432610197,,,
PFKAM,P47857,0.0134965519977374,,,
ARGI2,O08691,,,,
SPAG7,Q7TNE3,0.2173296808838,,,
RPAB1,Q80UW8,0.13146389018893,,,
RIGI,Q6Q899,,,,
EP15R,Q60902,0.128255677742094,,,
PARP1,P11103,,,,
ASPH,Q8BSY0,1.57644080624606,,,
DYLT3,P56387,,,,
RM19,Q9D338,0.11575356740221,,,
NCLN,Q8VCM8,0.33850234886544,,,
PAIP2,Q9D6V8,,,,
TOLIP,Q9QZ06,0.134371634588884,,,
APC7,Q9WVM3,0.0373166775390544,,,
SCRIB,Q80U72,0.0509437046514682,,,
FHL2,O70433,,,,
CDK6,Q64261,0.430081276368194,,,
TENS3,Q5SSZ5,0.0488893008966268,,,
RPE,Q8VEE0,0.24377008857581,,,
PGP,Q8CHP8,0.247294808529656,,,
RAB13,Q9DD03,,,,
RM09,Q99N94,0.0934927151876653,,,
,,,,,
PCBP3,P57722,,,,
CAVN2,Q63918,,,,
MTX2,O88441,2.26001293617702,,,
NC2B,Q91WV0,0.0667317521046171,,,
FBX22,Q78JE5,,,,
CUL4B,A2A432,0.109320065910678,,,
EF1A2,P62631,,,,
ZCCHV,Q3UPF5,0.166826043481872,,,
CSK,P41241,0.125669642812752,,,
DEOC,Q91YP3,0.123103293028752,,,
NDC80,Q9D0F1,,,,
OPA1,P58281,0.046492674377379,,,
,,,,,
THOC6,Q5U4D9,0.066173848697109,,,
AAAS,P58742,0.194346690486197,,,
UBR4,A2AN08,0.11306344989736,,,
PAI1,P22777,,,,
AP1B1,O35643,0.246954604477315,,,
COG7,Q3UM29,0.0123620991555782,,,
WBP2,P97765,0.0817851772074316,,,
GIT1,Q68FF6,0.0770829496013576,,,
ZFPL1,Q9DB43,0.0190732920243686,,,
TM10C,Q3UFY8,0.0235481513418272,,,
NIF3L,Q9EQ80,0.274951755802823,,,
MYO6,Q64331,,,,
KDM1A,Q6ZQ88,0.0868371370971276,,,
AAPK1,Q5EG47,0.125533251327864,,,
DDA1,Q9D9Z5,,,,
NMI,O35309,0.058488876492882,,,
CCN2,P29268,,,,
ECI1,P42125,0.0789358249401598,,,
,,,,,
QCR8,Q9CQ69,0.916828344502875,,,
NOP2,Q922K7,0.315156132633957,,,
MXRA7,Q9CZH7,,,,
DNPEP,Q9Z2W0,0.32979652356456,,,
MTREX,Q9CZU3,0.120747457135909,,,
S23IP,Q6NZC7,0.21442020054787,4.36341032777798,43.31014844007783,0.0002621508832874042
ABCF3,Q8K268,0.0148218023534755,,,
EDC4,Q3UJB9,0.16039092877443,,,
PDCD4,Q61823,,,,
TPM1,P58771,2.37218932339526,,,
UPP1,P52624,,,,
,,,,,
PR38B,Q80SY5,0.0887576566880449,,,
CORO7,Q9D2V7,0.152748062031394,,,
PYC,Q05920,0.0036106830517566,,,
SPCS1,Q9D958,0.29900746139931,,,
SNAG,Q9CWZ7,0.545108225674298,,,
CD2B2,Q9CWK3,0.0494912480570758,,,
TMED1,Q3V009,0.0194953802655191,,,
IDHG1,P70404,0.694697446682017,,,
MPRI,Q07113,0.0320934595068189,,,
NHLC2,Q8BZW8,0.0404329733277127,,,
AGM1,Q9CYR6,0.0638555623774317,,,
RPB9,P60898,0.233601867875021,,,
NU155,Q99P88,0.155273064703048,,,
NUD19,P11930,0.0165148377412066,,,
TPPC3,O55013,,,,
SMYD5,Q3TYX3,0.179966355167382,,,
DKC1,Q9ESX5,0.241466000621837,,,
CBR3,Q8K354,,,,
RM14,Q9D1I6,0.324946278417239,,,
HBS1L,Q69ZS7,0.040872531837311,,,
FA98A,Q3TJZ6,0.111158560392872,,,
MSRA,Q9D6Y7,0.123545697724013,,,
DSG2,O55111,,,,
RRP44,Q9CSH3,0.306490803073011,,,
HIBCH,Q8QZS1,0.138372443204276,,,
TOM70,Q9CZW5,0.315105990763892,,,
PPIC,P30412,0.11875848628152,,,
RM21,Q9D1N9,0.285270985330748,,,
ALDOC,P05063,1.11405432730835,,,
ALDH2,P47738,4.1055687039276,,,
PNO1,Q9CPS7,0.429339385000069,,,
,,,,,
PALLD,Q9ET54,,,,
EDIL3,O35474,,,,
PCY2,Q922E4,0.225185703665758,,,
NUP88,Q8CEC0,0.0451682314092297,,,
NEK9,Q8K1R7,0.191226981057694,,,
IMA3,O35343,0.0967303381204235,,,
PICAL,Q7M6Y3,0.400166316601765,,,
ARF5,P84084,0.190996831282396,,,
NUD15,Q8BG93,,,,
PLSL,Q61233,18.6274247616394,,,
CHIP,Q9WUD1,0.621105334731725,,,
AIDA,Q8C4Q6,,,,
AL3A2,P47740,,,,
MFF,Q6PCP5,0.102950771945548,,,
UN13D,B2RUP2,,,,
RIDA,P52760,,,,
NEP1,O35130,0.0512689123084066,,,
AK1A1,Q9JII6,1.24276408871061,,,
AP3S1,Q9DCR2,,,,
OGA,Q9EQQ9,0.0527237660431623,,,
CWC27,Q3TKY6,0.035476698628051,,,
MAOX,P06801,0.198046416780453,,,
CHERP,Q8CGZ0,0.142697693674994,,,
CBX5,Q61686,,,,
UBR7,Q8BU04,0.0737664961473995,,,
HERC4,Q6PAV2,0.0237804204448526,,,
WDR55,Q9CX97,0.0373163718501738,,,
DLGP5,Q8K4R9,0.0527157710712243,,,
NDUAD,Q9ERS2,0.336969025249425,,,
LS14A,Q8K2F8,0.144700352087238,,,
ACADM,P45952,0.467006723116963,,,
INT3,Q7TPD0,0.280197101282125,,,
PUS7,Q91VU7,0.453792038164632,,,
LCAP,Q8C129,0.15059931270631,,,
BAG6,Q9Z1R2,0.215634430460274,,,
NEXN,Q7TPW1,,,,
NCKP1,P28660,,,,
NEDD4,P46935,,,,
DCPS,Q9DAR7,0.500909878149014,,,
BIN1,O08539,0.0299183702479505,,,
UROK,P06869,0.325196828819322,,,
SHLB1,Q9JK48,0.104985324409117,,,
ANTR2,Q6DFX2,,,,
GSDMD,Q9D8T2,0.369725948279484,,,
5NTC,Q3V1L4,1.11265564463296,,,
TM165,P52875,0.138083824797224,,,
MRE11,Q61216,0.0861035562403694,,,
UBP2L,Q80X50,0.16997286716598,,,
PR38A,Q4FK66,0.0541384816762824,,,
RM39,Q9JKF7,0.132196252581821,,,
CHOLN,Q9CXL3,0.122672798527535,,,
RIPR1,Q68FE6,,,,
SEC63,Q8VHE0,0.348654815910761,,,
RABP2,P22935,,,,
CHMP3,Q9CQ10,0.0558457415263717,,,
PKN2,Q8BWW9,,,,
ITIH2,Q61703,0.204837759674055,,,
DAA10,Q8BGF3,0.0694151390003247,,,
DNPH1,Q80VJ3,0.943320830044931,,,
PITH1,Q8BWR2,,,,
FADS2,Q9Z0R9,0.364360416615456,,,
RAD21,Q61550,0.32870085888343,,,
DEGS1,O09005,0.285167959699584,,,
RPAP3,Q9D706,0.0664778134185822,,,
S61A2,Q9JLR1,0.109053889059507,,,
MPC2,Q9D023,0.136744152083968,,,
ECE1,Q4PZA2,,,,
PI42A,O70172,0.108101517388617,,,
,,,,,
DDX50,Q99MJ9,0.0160527943636588,,,
CLPX,Q9JHS4,0.10438834838736,,,
CRLF3,Q9Z2L7,0.268245711811875,,,
BCAR1,Q61140,,,,
NIT2,Q9JHW2,0.4141593739843,,,
THIKB,Q8VCH0,,,,
PEX19,Q8VCI5,0.0813694375470149,,,
AR6P4,Q9JM93,,,,
,,,,,
TSSC4,Q9JHE7,0.0275249528282879,,,
MMP14,P53690,,,,
NEUL,Q91YP2,0.0434746226420823,,,
THIOM,P97493,0.354626845624118,,,
LMA2L,P59481,,,,
CARM1,Q9WVG6,0.128592638666789,,,
NRBP,Q99J45,0.0648199286989324,,,
RM16,Q99N93,0.0442632120110391,,,
ARPIN,Q9D0A3,0.0903705390768467,,,
KIME,Q9R008,,,,
RM02,Q9D773,0.0169472393239977,,,
HACL2,Q8BU33,,,,
MACD1,Q922B1,,,,
LIN7C,O88952,0.272544706291451,,,
DYH8,Q91XQ0,,,,
GMDS,Q8K0C9,0.43600912442853,,,
RT26,Q80ZS3,0.20497105806455,,,
SNR27,Q8K194,0.0320282157324564,,,
TE2IP,Q91VL8,,,,
NXF1,Q99JX7,0.0635807622172214,,,
IMA7,O35345,0.051713075170241,,,
CD81,P35762,0.0751109722593458,,,
ARMT1,A6H630,,,,
WDR5,P61965,0.309126534470255,,,
NTPCR,Q9CQA9,,,,
SDHF2,Q8C6I2,,,,
SYMPK,Q80X82,0.235319078163369,,,
ATIF1,O35143,0.937783808870392,,,
STK10,O55098,0.0505861803780142,,,
MIRO2,Q8JZN7,,,,
LIMS1,Q99JW4,0.198884383573188,,,
LIN7A,Q8JZS0,,,,
RPB4,Q9D7M8,0.0925468746587102,,,
RAI3,Q8BHL4,,,,
RM23,O35972,0.104983758280351,,,
NUP58,Q8R332,0.100587805709738,,,
BCAT2,O35855,0.745531905648362,,,
S30BP,Q02614,0.0874801045936385,,,
DIAP1,O08808,0.0798337411667664,5.27946992369451,5.2544840286109045,0.0007895941205497969
ZMAT2,Q9CPW7,0.12222256887772,,,
RCOR1,Q8CFE3,,,,
DYL2,Q9D0M5,0.174536762173195,,,
CCD43,Q9CR29,0.0703494400909251,,,
SYDM,Q8BIP0,0.105947468786532,,,
LACTB,Q9EP89,0.0694384225633893,,,
SMCA5,Q91ZW3,0.299803892623894,,,
ASF1B,Q9DAP7,0.232505589750727,,,
NDUV2,Q9D6J6,0.254828817784579,,,
LANC2,Q9JJK2,0.0240398012619264,,,
DOHH,Q99LN9,0.0829192824398929,,,
SPTC1,O35704,0.0565813682318414,,,
MOGS,Q80UM7,1.02907334524522,,,
,,,,,
MYH10,Q61879,,,,
KIF2A,P28740,0.0851031726344572,,,
,,,,,
POPD1,Q9ES83,,,,
EDC3,Q8K2D3,0.113681695312449,,,
DIC,Q9QZD8,,,,
RTF1,A2AQ19,0.0555207050786043,,,
REEP4,Q8K072,0.0391190223714367,,,
TSNAX,Q9QZE7,,,,
KAD6,Q8VCP8,0.0286175824714596,,,
RM04,Q9DCU6,0.124194773962673,,,
XPOT,Q9CRT8,0.203251565670555,,,
ARMX3,Q8BHS6,,,,
RAD50,P70388,0.103532587651494,,,
PLOD1,Q9R0E2,0.325814434273012,,,
ACAD9,Q8JZN5,0.1263142807266,,,
A2AP,Q61247,,,,
RAB8B,P61028,0.320034792309434,4.76860705244825,17.036993101502944,0.0009794088058452388
DDX24,Q9ESV0,0.0143069485903565,,,
DDX18,Q8K363,0.123152592485185,,,
SDF2,Q9DCT5,,,,
RM24,Q9CQ06,0.082948738941353,,,
,,,,,
FACE1,Q80W54,0.137359131821555,,,
,,,,,
CPSF3,Q9QXK7,0.133141467607084,,,
PRPKB,Q99PW4,,,,
GPSM3,Q3U1Z5,0.138391554574183,,,
RAB5B,P61021,0.128828118405028,,,
CUL1,Q9WTX6,0.146771120008016,,,
SNAPN,Q9Z266,0.0542894396376083,,,
M3K20,Q9ESL4,0.0756068284255917,,,
FHOD1,Q6P9Q4,0.0295039432837309,,,
SPC25,Q3UA16,0.0321665174040523,,,
TGRM1,Q6A070,,,,
NAA20,P61600,0.135814103909851,,,
KITH,P04184,0.0135082452489418,,,
PIP30,Q91WE2,0.0741180781149583,,,
TSN4,Q9DCK3,0.101608227426191,,,
FAH2A,Q3TC72,,,,
NUP54,Q8BTS4,0.193069992123867,,,
RTN3,Q9ES97,0.0886718806328806,,,
PP4R1,Q8K2V1,0.0816660668077168,,,
XRP2,Q9EPK2,0.0292523164845591,,,
MOC2B,Q9Z223,,,,
SYAP1,Q9D5V6,0.129148527319039,,,
KAD4,Q9WUR9,0.380681005851807,,,
AB1IP,Q8R5A3,0.349427560083748,4.97933766739451,10.487267182649582,0.001709807956560283
IMA5,Q60960,0.0317348852469665,,,
RT05,Q99N87,0.135232861592085,,,
PWP1,Q99LL5,0.273921984040021,,,
RNH2A,Q9CWY8,0.20360558242294,,,
RHOC,Q62159,0.0582985083739298,,,
RT10,Q80ZK0,0.0284543879552224,,,
GMPR2,Q99L27,0.101382873596212,,,
CASP3,P70677,0.508710758779313,,,
SETD7,Q8VHL1,,,,
3HIDH,Q99L13,0.109773479340712,,,
NELFB,Q8C4Y3,0.0096463814912616,,,
SR140,Q6NV83,0.110359981171245,,,
ACDSB,Q9DBL1,,,,
LPXN,Q99N69,0.990238664435097,,,
ADDA,Q9QYC0,0.16904607905103,,,
NUD16,Q6P3D0,,,,
MAP11,Q8BP48,0.605719905499058,,,
GPN1,Q8VCE2,,,,
RM32,Q9DCI9,0.133826905028445,,,
NELFD,Q922L6,0.0210072069014733,,,
NDK7,Q9QXL8,,,,
SSRG,Q9DCF9,0.197098643793975,,,
CDC27,A2A6Q5,0.0208034534267769,,,
LUC7L,Q9CYI4,0.123548518238515,,,
CCNK,O88874,0.0323879342109964,5.44127492523477,3.6201375712973816,0.0004656978257029376
RTCA,Q9D7H3,0.117373440877024,,,
CD63,P41731,,,,
ASPC1,Q8VBT9,0.193368682308892,,,
T2EB,Q9D902,0.253869631531753,,,
PAXB1,P58501,,,,
TCAL3,Q8R0A5,,,,
CDKA1,O35207,0.12627552750091,,,
CB39L,Q9DB16,0.145405822307949,,,
APOA1,Q00623,0.680602108113795,,,
PRAF2,Q9JIG8,0.0431757759212023,,,
CTNB1,Q02248,,,,
,,,,,
BAIP2,Q8BKX1,0.0423311670929039,,,
ADPRS,Q8CG72,0.0303990770297813,,,
,,,,,
K0754,Q69ZZ9,,,,
CK5P3,Q99LM2,0.175456844317092,,,
LTOR1,Q9CQ22,0.34192962976857,,,
GID8,Q9D7M1,0.183237572736438,,,
AUP1,P70295,0.115823803553008,,,
CP20A,Q8BKE6,0.147255577801129,,,
AFG32,Q8JZQ2,0.195202899754826,,,
ADPGK,Q8VDL4,0.240752098082059,,,
P4HA2,Q60716,,,,
CWC15,Q9JHS9,0.0899088064376004,,,
HCFC1,Q61191,0.305982237408082,,,
FMNL1,Q9JL26,0.421339070624054,,,
LEO1,Q5XJE5,0.0530368660353366,,,
MFGM,P21956,0.308155551489678,,,
MLKL,Q9D2Y4,,,,
NT5D1,Q8C5P5,0.0328954384805187,,,
CE170,Q6A065,0.0451097803654211,,,
ACACA,Q5SWU9,0.224758035301363,,,
OSBL8,B9EJ86,0.921493377321731,,,
TRM6,Q8CE96,0.0882410420247163,,,
KPRA,Q9D0M1,0.0300670746303093,,,
MTDC,P18155,0.961783571638538,,,
HEM3,P22907,0.239764127204996,,,
GSTM1,P10649,0.237725394430501,,,
MUC18,Q8R2Y2,,,,
PKN1,P70268,0.122425438352497,,,
PEX14,Q9R0A0,0.243940544403048,,,
FAM3C,Q91VU0,0.0604616261803564,,,
RM22,Q8BU88,,,,
PELO,Q80X73,,,,
CO3,P01027,0.137656569032204,,,
LANC1,O89112,,,,
LICH,Q9Z0M5,1.97155597725667,,,
SIPA1,P46062,0.0259643253082105,,,
FOXK1,P42128,0.0202686338496536,,,
PEX2,P55098,,,,
SCFD1,Q8BRF7,0.0693927633356402,,,
CTR9,Q62018,0.0241174161250085,,,
EXOS1,Q9DAA6,,,,
SH3K1,Q8R550,0.0220056959217617,,,
SUN2,Q8BJS4,0.0242747179723867,,,
YIPF3,Q3UDR8,0.126831867026308,,,
PYGL,Q9ET01,0.0009768468542297,,,
S38A1,Q8K2P7,0.0764554082139943,,,
SP100,O35892,,,,
,,,,,
ARAP1,Q4LDD4,0.0478990409315039,4.90546454519208,12.431841224095864,0.00020362306936494434
HSP7E,Q99M31,0.431939482781563,,,
UBFD1,Q78JW9,0.219921995711963,,,
HDGR2,Q3UMU9,0.022439451174026,,,
SAFB2,Q80YR5,0.0108867566373899,,,
I2BP2,E9Q1P8,0.0498569662669362,,,
SPT6H,Q62383,0.0705408554253875,,,
,,,,,
,,,,,
DPOD3,Q9EQ28,0.0638618301177687,,,
SPF27,Q9D287,0.044512642589535,,,
DEN10,Q9D8N2,0.337029510097776,,,
HYI,Q8R1F5,0.100178016599199,,,
DDX20,Q9JJY4,0.11837941932484,,,
MPPB,Q9CXT8,0.267434713730957,,,
DHC24,Q8VCH6,,,,
KI67,E9PVX6,0.0260694442381243,,,
IBP7,Q61581,,,,
AMPD2,Q9DBT5,0.81714895211926,,,
HNMT,Q91VF2,,,,
LS14B,Q8CGC4,0.0126430646214838,,,
PGTA,Q9JHK4,0.0750075505603915,,,
RRP12,Q6P5B0,0.100565451849586,,,
SCRB2,O35114,0.032186571139738,,,
DCNL5,Q9CXV9,0.0643909515417969,,,
SKAP,Q9D9Z1,,,,
RAC1,P63001,,,,
VPS25,Q9CQ80,0.827867240480456,,,
EMC4,Q9CZX9,0.3410847291571,,,
PPR18,Q8BQ30,1.22572103205442,,,
RM27,Q99N92,,,,
ATPK,P56135,1.11361803510627,,,
UB2G2,P60605,0.0493588640033238,,,
RPA34,Q76KJ5,,,,
AP1S2,Q9DB50,,,,
ERLN1,Q91X78,0.0048630113867632,,,
RFTN1,Q6A0D4,0.0462804706516365,,,
CNIH4,Q9CX13,0.0788796761199679,,,
DPOD1,P52431,0.103574120698588,,,
CSN7B,Q8BV13,0.0288536748165939,,,
NOP16,Q9CPT5,0.595113085750554,,,
OVCA2,Q9D7E3,,,,
,,,,,
ISY1,Q69ZQ2,0.0964248876323508,,,
CERT,Q9EQG9,0.122303173976353,,,
PSB9,P28076,0.872789208498959,,,
,,,,,
H12,P15864,2.45714476671504,,,
TM9S2,P58021,0.133576450202957,,,
TACC1,Q6Y685,0.0546771068127102,,,
OSBL3,Q9DBS9,,,,
XPO7,Q9EPK7,0.0990896103805483,,,
NMD3,Q99L48,,,,
ODB2,P53395,0.174433421225823,,,
TNPO2,Q99LG2,0.0382020494838825,,,
SCPDL,Q8R127,,,,
DPEP3,Q9DA79,,,,
MPU1,Q9R0Q9,0.0509343788902904,,,
PSMG3,Q9CZH3,0.173789614002557,,,
EPN1,Q80VP1,0.0231342860375585,,,
TGON2,Q62314,,,,
,,,,,
STXB1,O08599,0.166870095233667,,,
NFKB1,P25799,0.1633448076061,,,
FAK1,P34152,0.0159272560051463,,,
KCMF1,Q80UY2,0.0525896556888566,,,
GLYC,P50431,0.114652979087241,,,
NUDT4,Q8R2U6,,,,
H14,P43274,1.22304687109334,,,
SOAT1,Q61263,0.271720354446002,,,
WBP11,Q923D5,0.145769376398639,4.7359731677975,18.366518144908685,0.00041832775379724296
TB182,P58871,,,,
TMM11,Q8BK08,0.009134258007173,,,
IF2B3,Q9CPN8,,,,
EPN4,Q99KN9,0.103371486741083,,,
RBM22,Q8BHS3,,,,
TAGL,P37804,,,,
RM48,Q8JZS9,,,,
BCS1,Q9CZP5,,,,
ODPX,Q8BKZ9,0.104215250522072,,,
JMJD6,Q9ERI5,0.183688222200612,,,
IR3IP,Q9CR20,0.146193838149434,,,
TMUB1,Q9JMG3,,,,
MELPH,Q91V27,,,,
CDK9,Q99J95,0.0695160028564984,,,
CATB,P10605,6.93630636097751,,,
MARE2,Q8R001,0.303615635767996,,,
TFE2,P15806,,,,
KCC2B,P28652,,,,
IVD,Q9JHI5,0.166328185616814,,,
S10A6,P14069,,,,
NUSAP,Q9ERH4,,,,
HTRA2,Q9JIY5,0.0221107156276319,,,
TF3C5,Q8R2T8,0.0845979146980773,,,
RPIA,P47968,0.115119049206942,,,
ZC11A,Q6NZF1,0.0463719221218978,,,
STRN4,P58404,0.0693219744073709,,,
PHLA1,Q62392,,,,
UQCC3,Q8K2T4,,,,
RM41,Q9CQN7,0.281343728608614,,,
ARMC6,Q8BNU0,0.0519147598688979,,,
RMD3,Q3UJU9,0.0148247004617627,,,
PTER,Q60866,0.051913255135401,,,
CIA2A,Q9DCL2,0.145468425140354,,,
,,,,,
AT2B1,G5E829,0.136002733180517,,,
SPS1,Q8BH69,0.0341136339652755,,,
SRP19,Q9D7A6,0.0841804929135592,,,
CBPN,Q9JJN5,,,,
KBP,Q6ZPU9,,,,
NUBP2,Q9R061,0.0384297143990088,,,
PP4R2,Q0VGB7,0.165080730056422,,,
BL1S2,Q9CWG9,,,,
ADDG,Q9QYB5,0.672102442260917,,,
4EBP2,P70445,0.159891155572884,,,
PP6R1,Q7TSI3,0.135560564098108,,,
OTU6B,Q8K2H2,0.123907572221383,,,
CHAC2,Q9CQG1,,,,
PAK4,Q8BTW9,,,,
CFAH,P06909,,,,
PCKGM,Q8BH04,0.35760140062061,,,
ALG1,Q921Q3,,,,
TRM1,Q3TX08,0.0691303216879576,,,
PRC2C,Q3TLH4,0.157857364081821,,,
AGFG1,Q8K2K6,0.14238307076839,,,
RPB11,O08740,0.0439525675934215,,,
,,,,,
CNPY3,Q9DAU1,0.226876016450226,,,
,,,,,
ENPP1,P06802,,,,
TPX2,A2APB8,,,,
VA0D1,P51863,0.41339351057375,,,
DNS2A,P56542,,,,
ZC3C1,Q80YV2,,,,
TPA,P11214,,,,
IPO11,Q8K2V6,0.0846431379794739,,,
BICD2,Q921C5,0.086264580937402,,,
RNH2B,Q80ZV0,0.0574092103053865,,,
GLTP,Q9JL62,0.176122089196399,,,
SREK1,Q8BZX4,0.0179334290769157,,,
RABL3,Q9D4V7,0.443657650714686,,,
ELP3,Q9CZX0,0.0522985885327091,,,
AXDN1,Q3UZ57,,,,
RO52,Q62191,,,,
MCCA,Q99MR8,0.028030440045444,,,
APC13,Q8R034,0.103996430464326,,,
RPAC2,P97304,0.0956623878136101,,,
DNJC5,P60904,0.0074636552646635,,,
DCNL1,Q9QZ73,0.105604339136524,,,
GNA13,P27601,0.173759665931614,4.32481289212294,47.33551514926135,0.00019464102143018636
NED4L,Q8CFI0,,,,
NQO2,Q9JI75,0.214872181904313,,,
PTCD3,Q14C51,0.231600639680862,,,
COMD1,Q8K4M5,0.0797807399943362,,,
PPIL4,Q9CXG3,0.0499524008665324,,,
NECT2,P32507,,,,
NDUF4,Q9D1H6,0.0671601229974111,,,
TNPO3,Q6P2B1,0.0957501039661824,,,
HDDC2,Q3SXD3,0.255754725064515,,,
LDLR,P35951,0.0225006622907322,,,
SCP2,P32020,0.283450195528995,,,
SNF8,Q9CZ28,0.372597018522002,,,
CDCA3,Q99M54,0.0070651766982616,,,
PXL2A,Q9CYH2,,,,
ZC3HE,Q8BJ05,0.0099370942896402,,,
